Match ID,Competition,Stage,Group,Match Number,Date,Kick-off Time,Team,Opponent,Goals For,Goals Against,Result Code,Goal Scorers,Possession,Possession in Contest,Goals - Total,Goals - Conceded,Goals - Inside the Penalty Area,Goals - Outside the Penalty Area,Assists,Attempts at Goal - Total,Attempts at Goal - On Target,Attempts at Goal - Off Target,Attempts at Goal - Inside the Penalty Area,Attempts at Goal - Outside the Penalty Area,Final Third Entries - Left Channel,Final Third Entries - Left Inside Channel,Final Third Entries - Central Channel,Final Third Entries - Right Inside Channel,Final Third Entries - Right Channel,Offers to Receive - Total,Offers to Receive - In Behind,Offers to Receive - In Between,Offers to Receive - In Front,Receptions Between Midfield and Defensive Lines,Receptions Behind the Defensive Line,Attempted Line Breaks,Completed Line Breaks,Attempted Defensive Line Breaks,Completed Defensive Line Breaks,Yellow Cards,Red Cards,Fouls Against,Offsides,Passes,Passes Completed,Crosses,Crosses Completed,Switches of Play Completed,Corners,Free Kicks,Penalties Scored,Own Goals,Forced Turnovers,Pressing Applied,Source URL
400021447,FIFA World Cup 2026,First Stage,Group B,8,6/13/2026,14:00,Qatar,Switzerland,1,1,1,Miro MUHEIM 90+4' (OG),28.79,15,1,1,0,0,0,6,3,2,4,2,11,4,2,0,8,216,61,95,60,47,5,150,68,16,2,2,0,12,0,289,213,8,1,4,3,12,0,0,36,294,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021447
400021447,FIFA World Cup 2026,First Stage,Group B,8,6/13/2026,14:00,Switzerland,Qatar,1,1,1,Breel EMBOLO 17' (P),58.74,15,1,1,1,0,0,26,7,10,18,8,30,13,17,6,28,325,118,117,90,143,20,189,144,30,17,1,0,11,1,591,542,34,7,5,10,11,1,1,42,165,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021447
400021443,FIFA World Cup,First Stage,Group A,1,6/11/2026,14:00,Mexico,South Africa,2,0,2,"Julian QUINONES 9', Raul JIMENEZ 67'",57.09,8,2,0,2,0,2,16,4,8,9,7,16,7,7,7,12,424,97,179,148,116,11,170,121,19,10,1,1,12,1,547,495,13,3,8,3,12,0,0,31,170,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021443
400021443,FIFA World Cup,First Stage,Group A,1,6/11/2026,14:00,South Africa,Mexico,0,2,0,,36.09,8,0,2,0,0,0,3,2,1,1,2,6,4,3,2,11,247,60,85,102,38,5,130,70,12,3,2,2,11,1,351,290,8,0,6,1,13,0,0,32,306,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021443
400021441,FIFA World Cup,First Stage,Group A,2,6/11/2026,21:00,Korea Republic,Czechia,2,1,2,"HWANG Inbeom 67', OH Hyeongyu 80'",55.78,11,2,1,2,0,2,15,6,6,10,5,13,8,8,14,15,386,89,123,174,96,14,161,106,20,10,1,0,9,2,542,483,17,6,5,4,18,0,0,30,147,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021441
400021441,FIFA World Cup,First Stage,Group A,2,6/11/2026,21:00,Czechia,Korea Republic,1,2,0,Ladislav KREJCI 59',34.17,11,1,2,1,0,1,7,4,2,5,2,7,5,8,7,11,197,82,66,49,86,5,150,61,13,5,0,0,16,2,327,241,15,4,2,5,11,0,0,40,301,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021441
400021449,FIFA World Cup,First Stage,Group B,3,6/12/2026,14:00,Canada,Bosnia and Herzegovina,1,1,1,Cyle LARIN 78',52.81,20,1,1,1,0,1,13,4,6,10,3,22,15,9,5,23,294,128,114,52,119,15,190,110,31,16,2,0,10,1,412,316,30,5,2,9,20,0,0,50,160,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021449
400021449,FIFA World Cup,First Stage,Group B,3,6/12/2026,14:00,Bosnia and Herzegovina,Canada,1,1,1,Jovo LUKIC 21',29.89,20,1,1,1,0,1,8,3,4,5,3,8,2,11,4,11,126,33,65,28,75,5,154,70,15,4,3,0,20,0,279,186,8,5,1,4,11,0,0,51,203,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021449
400021458,FIFA World Cup,First Stage,Group D,4,6/12/2026,20:00,USA,Paraguay,4,1,2,"Damian BOBADILLA 7' (OG), Folarin BALOGUN 31', Folarin BALOGUN 45+5', Giovanni REYNA 90+8'",59.47,13,4,1,3,0,3,16,6,6,13,3,30,9,12,6,27,471,127,203,141,159,21,223,163,38,25,1,0,13,2,602,520,23,5,4,3,18,0,0,50,204,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021458
400021458,FIFA World Cup,First Stage,Group D,4,6/12/2026,20:00,Paraguay,USA,1,4,0,MAURICIO 73',28.74,13,1,4,1,0,1,9,1,4,4,5,7,2,4,4,5,204,38,89,77,44,4,130,60,7,3,5,0,17,1,316,234,5,0,5,1,15,0,1,49,360,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021458
400021453,FIFA World Cup,First Stage,Group C,5,6/13/2026,20:00,Haiti,Scotland,0,1,0,,51.63,9,0,1,0,0,0,15,2,9,8,7,37,6,8,8,11,267,105,94,68,83,3,142,96,12,4,1,0,23,3,431,378,26,5,4,4,22,0,0,29,185,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021453
400021453,FIFA World Cup,First Stage,Group C,5,6/13/2026,20:00,Scotland,Haiti,1,0,2,John McGinn 28',40.48,9,1,0,1,0,0,9,2,6,8,1,14,6,4,1,20,329,94,136,99,78,7,167,104,18,6,3,0,21,1,397,324,16,6,4,3,26,0,0,35,230,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021453
400021463,FIFA World Cup,First Stage,Group D,6,6/13/2026,23:00,Australia,Turkey,2,0,2,"Nestory IRANKUNDA 27', Connor METCALFE 75'",27.03,11,2,0,1,1,1,9,4,4,6,3,4,3,7,8,15,193,42,90,61,60,10,130,71,21,10,0,0,12,1,293,224,14,6,1,5,7,0,0,35,384,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021463
400021463,FIFA World Cup,First Stage,Group D,6,6/13/2026,23:00,Turkey,Australia,0,2,0,,62.88,11,0,2,0,0,0,30,7,14,13,17,39,9,2,12,29,533,161,163,209,130,13,194,146,25,15,1,0,4,3,722,663,28,2,4,8,13,0,0,30,170,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021463
400021456,FIFA World Cup,First Stage,Group C,7,6/13/2026,17:00,Brazil,Morocco,1,1,1,VINICIUS JUNIOR 32',46.69,9,1,1,1,0,1,12,5,2,9,3,22,5,7,4,14,348,79,147,122,61,10,154,107,18,11,2,0,16,0,514,457,19,7,5,6,15,0,0,41,315,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021456
400021456,FIFA World Cup,First Stage,Group C,7,6/13/2026,17:00,Morocco,Brazil,1,1,1,Ismael SAIBARI 21',45.19,9,1,1,0,1,1,14,3,4,6,8,10,7,10,6,20,400,115,169,116,128,5,179,96,15,5,0,0,14,1,503,431,14,2,3,2,16,0,0,50,285,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021456
400021467,FIFA World Cup,First Stage,Group E,9,6/14/2026,18:00,Cabo Verde,Ecuador,1,0,2,Amad DIALLO 90',41.94,10,1,0,1,0,1,15,4,8,8,7,11,7,6,2,25,333,87,174,72,102,8,177,132,18,11,3,0,10,0,471,413,15,3,1,3,13,0,0,44,288,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021467
400021467,FIFA World Cup,First Stage,Group E,9,6/14/2026,18:00,Ecuador,Cabo Verde,0,1,0,,49.87,10,0,1,0,0,0,12,1,10,5,7,16,4,8,4,17,339,77,149,113,113,7,191,124,20,8,1,0,13,0,513,438,14,3,2,5,10,0,0,49,280,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021467
400021464,FIFA World Cup,First Stage,Group E,10,6/14/2026,12:00,Germany,Curacao,7,1,2,"Felix NMECHA 6', Nico SCHLOTTERBECK 38', Kai HAVERTZ 45+5' (P), Jamal MUSIALA 47', Nathaniel BROWN 68', Deniz UNDAV 78', Kai HAVERTZ 88'",57.8,9,7,1,7,0,6,26,12,7,22,4,20,9,23,3,26,445,124,181,140,152,17,190,144,28,18,0,0,18,0,641,569,20,7,3,8,11,1,0,46,227,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021464
400021464,FIFA World Cup,First Stage,Group E,10,6/14/2026,12:00,Curacao,Germany,1,7,0,Livano COMENENCIA 21',35.32,9,1,7,1,0,0,8,2,5,4,4,16,1,4,6,13,241,83,103,55,77,6,147,84,15,6,0,0,11,1,362,291,5,2,4,1,18,0,0,43,339,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021464
400021470,FIFA World Cup,First Stage,Group F,11,6/14/2026,15:00,Netherlands,Japan,2,2,1,"Virgil VAN DIJK 50', Crysencio SUMMERVILLE 64'",54.86,9,2,2,2,0,2,10,6,4,10,0,18,8,10,9,18,298,85,91,122,95,11,153,109,20,13,3,0,7,1,529,473,23,8,0,5,7,0,0,33,194,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021470
400021470,FIFA World Cup,First Stage,Group F,11,6/14/2026,15:00,Japan,Netherlands,2,2,1,"Keito Nakamura 57', Daichi KAMADA 88'",37.45,9,2,2,1,1,2,9,2,5,5,4,16,6,4,7,16,342,101,121,120,79,11,138,88,20,13,0,0,7,0,356,302,24,7,2,4,8,0,0,28,316,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021470
400021474,FIFA World Cup,First Stage,Group F,12,6/14/2026,21:00,Sweden,Tunisia,5,1,2,"Yasin AYARI 7', Alexander Isak 30', Viktor GYOKERES 59', Mattias SVANBERG 84', Yasin AYARI 90+6'",47.39,11,5,1,3,2,4,13,7,4,10,3,19,3,8,3,23,250,62,85,103,77,14,161,92,24,13,0,0,10,3,356,290,12,3,5,4,14,0,0,42,172,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021474
400021474,FIFA World Cup,First Stage,Group F,12,6/14/2026,21:00,Tunisia,Sweden,1,5,0,Omar Rekik 43',42.67,11,1,5,1,0,1,6,2,2,2,4,10,3,9,9,11,362,97,192,73,81,5,153,89,16,5,1,0,8,6,370,299,13,3,8,2,13,0,0,41,223,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021474
400021486,FIFA World Cup,First Stage,Group H,13,6/15/2026,17:00,Saudi Arabia,Uruguay,1,1,1,Abdulelah ALAMRI 41',27.1,10,1,1,1,0,0,7,3,3,3,4,5,4,5,1,6,201,51,99,51,79,5,134,61,13,3,1,0,11,0,331,243,6,2,2,4,12,0,0,44,318,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021486
400021486,FIFA World Cup,First Stage,Group H,13,6/15/2026,17:00,Uruguay,Saudi Arabia,1,1,1,Maxi ARAUJO 80',63.33,10,1,1,1,0,0,27,10,9,16,11,22,12,14,3,25,538,186,174,178,121,15,192,155,21,16,0,0,6,6,623,566,42,12,6,14,11,0,0,39,157,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021486
400021482,FIFA World Cup,First Stage,Group H,14,6/15/2026,11:00,Spain,Cabo Verde,0,0,1,,65.66,10,0,0,0,0,0,27,7,11,16,11,36,13,18,14,38,634,194,172,268,181,29,210,176,34,28,1,0,10,2,811,755,39,8,8,11,4,0,0,53,200,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021482
400021482,FIFA World Cup,First Stage,Group H,14,6/15/2026,11:00,Cabo Verde,Spain,0,0,1,,25.4,10,0,0,0,0,0,6,1,4,2,4,6,0,3,0,3,238,54,115,69,45,1,132,64,12,1,1,0,1,3,306,227,3,2,2,1,12,0,0,47,398,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021482
400021476,FIFA World Cup,First Stage,Group G,15,6/15/2026,20:00,Iran,New Zealand,2,2,1,"Ramin REZAEIAN 32', Mohammad MOHEBBI 64'",43.31,12,2,2,2,0,1,17,4,7,10,7,18,7,7,7,10,355,90,126,139,79,17,166,94,24,15,1,0,10,2,417,333,18,4,4,4,8,0,0,46,253,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021476
400021476,FIFA World Cup,First Stage,Group G,15,6/15/2026,20:00,New Zealand,Iran,2,2,1,"Elijah JUST 7', Elijah JUST 54'",45.28,12,2,2,2,0,2,14,8,3,10,4,15,7,9,1,11,396,88,180,128,118,3,144,108,8,3,0,0,8,0,448,378,11,2,1,1,11,0,0,47,234,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021476
400021478,FIFA World Cup,First Stage,Group G,16,6/15/2026,14:00,Belgium,Egypt,1,1,1,MOHAMED HANY 66' (OG),52,10,1,1,0,0,0,15,3,8,9,6,,,,,,,,,,,,,,,,2,0,15,0,476,404,14,5,,2,16,0,0,27,,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021478
400021478,FIFA World Cup,First Stage,Group G,16,6/15/2026,14:00,Egypt,Belgium,1,1,1,EMAM ASHOUR 19',38,10,1,1,0,1,1,14,3,6,7,7,,,,,,,,,,,,,,,,2,0,15,1,413,330,13,2,,7,15,0,1,28,,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021478
400021490,FIFA World Cup,First Stage,Group I,17,6/16/2026,14:00,France,Senegal,3,1,2,"Kylian MBAPPE 66', Bradley BARCOLA 82', Kylian MBAPPE 90+6'",49.37,7,3,1,2,1,2,11,8,1,7,4,26,3,9,6,15,373,106,114,153,87,10,202,138,24,11,0,0,5,1,584,516,9,0,4,6,12,0,0,54,277,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021490
400021490,FIFA World Cup,First Stage,Group I,17,6/16/2026,14:00,Senegal,France,1,3,0,Ibrahim MBAYE 90+5',44.45,7,1,3,1,0,1,6,2,3,4,2,9,5,4,9,19,350,106,140,104,84,11,194,127,20,11,0,0,9,3,521,453,11,2,8,4,6,0,0,39,308,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021490
400021488,FIFA World Cup,First Stage,Group I,18,6/16/2026,17:00,Iraq,Norway,1,4,0,AYMEN HUSSEIN 39',34.71,10,1,4,1,0,1,11,1,9,8,3,10,5,6,3,6,310,108,123,79,64,12,146,82,21,11,1,0,12,1,347,286,9,3,4,2,13,0,1,42,288,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021488
400021488,FIFA World Cup,First Stage,Group I,18,6/16/2026,17:00,Norway,Iraq,4,1,2,"Erling HAALAND 29', Erling HAALAND 43', Leo OSTIGARD 76', AYMEN HUSSEIN 90+6' (OG)",57.2,10,4,1,3,0,2,11,5,5,10,1,17,6,9,7,18,355,73,133,149,90,17,189,136,30,16,0,0,13,0,548,493,17,6,3,5,13,0,0,31,173,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021488
400021496,FIFA World Cup,First Stage,Group J,19,6/16/2026,20:00,Argentina,Algeria,3,0,2,"Lionel MESSI 17', Lionel MESSI 60', Lionel MESSI 76'",44.62,6,3,0,1,2,2,10,6,3,3,7,14,5,8,6,5,421,81,175,165,84,8,158,115,11,8,0,0,13,3,578,517,5,1,2,2,8,0,0,46,288,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021496
400021496,FIFA World Cup,First Stage,Group J,19,6/16/2026,20:00,Algeria,Argentina,0,3,0,,50.82,6,0,3,0,0,0,7,1,4,3,4,24,10,8,8,13,472,101,221,150,88,6,159,127,13,7,0,0,8,1,634,578,8,0,5,2,16,0,0,40,332,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021496
400021498,FIFA World Cup,First Stage,Group J,20,6/16/2026,23:00,Austria,Jordan,3,1,2,"Romano SCHMID 20', YAZAN ALARAB 76' (OG), Marko ARNAUTOVIC 90+12' (P)",53.34,14,3,1,1,1,1,10,4,4,5,5,26,10,10,8,14,468,111,201,156,116,15,197,134,20,14,1,0,12,3,587,499,17,4,2,4,7,1,0,54,206,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021498
400021498,FIFA World Cup,First Stage,Group J,20,6/16/2026,23:00,Jordan,Austria,1,3,0,ALI OLWAN 50',33.02,14,1,3,1,0,1,11,4,4,7,4,18,3,3,3,13,295,92,117,86,79,5,153,77,11,4,0,0,7,1,344,254,15,4,5,3,15,0,1,55,322,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021498
400021510,FIFA World Cup,First Stage,Group L,21,6/17/2026,18:00,Ghana,Panama,1,0,2,Caleb YIRENKYI 90+5',35.58,10,1,0,1,0,1,7,2,3,6,1,17,5,5,5,17,226,76,69,81,77,13,146,94,20,12,1,0,9,4,362,304,17,6,7,2,12,0,0,49,294,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021510
400021510,FIFA World Cup,First Stage,Group L,21,6/17/2026,18:00,Panama,Ghana,0,1,0,,55.55,10,0,1,0,0,0,11,4,4,6,5,26,3,5,5,14,424,95,182,147,85,9,213,123,19,8,2,0,11,1,597,526,21,3,11,2,13,0,0,48,201,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021510
400021507,FIFA World Cup,First Stage,Group L,22,6/17/2026,15:00,England,Croatia,4,2,2,"Harry KANE 12' (P), Harry KANE 42', Jude BELLINGHAM 47', Marcus RASHFORD 85'",48.99,9,4,2,4,0,3,22,11,5,20,2,8,4,8,1,16,399,98,148,153,82,12,153,94,22,11,0,0,10,0,482,421,15,8,0,8,12,1,0,36,262,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021507
400021507,FIFA World Cup,First Stage,Group L,22,6/17/2026,15:00,Croatia,England,2,4,0,"Martin BATURINA 36', Petar Musa 45+5'",43.5,9,2,4,1,1,2,10,5,3,4,6,13,4,9,3,8,280,81,112,87,79,7,160,99,19,8,0,0,12,1,459,399,12,2,3,2,10,0,0,35,295,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021507
400021502,FIFA World Cup,First Stage,Group K,23,6/17/2026,12:00,Portugal,Congo DR,1,1,1,JOAO NEVES 6',68.85,7,1,1,1,0,1,7,1,4,5,2,31,4,1,3,30,491,167,173,151,144,19,225,171,28,18,3,0,9,3,804,740,23,6,12,5,12,0,0,29,183,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021502
400021502,FIFA World Cup,First Stage,Group K,23,6/17/2026,12:00,Congo DR,Portugal,1,1,1,Yoane WISSA 45+5',25.35,7,1,1,1,0,1,8,2,5,2,6,6,7,3,6,12,253,77,106,70,73,3,141,65,19,4,1,0,10,2,268,214,10,1,3,4,12,0,0,42,407,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021502
400021504,FIFA World Cup,First Stage,Group K,24,6/17/2026,21:00,Uzbekistan,Colombia,1,3,0,Abbosbek FAYZULLAEV 60',33.94,11,1,3,1,0,0,8,2,3,4,4,13,9,1,5,5,289,66,139,84,63,6,157,87,17,6,1,0,14,0,334,267,11,2,7,3,14,0,0,32,264,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021504
400021504,FIFA World Cup,First Stage,Group K,24,6/17/2026,21:00,Colombia,Uzbekistan,3,1,2,"Daniel MUNOZ 40', Luis DIAZ 65', Jaminton CAMPAZ 90+9'",56.7,11,3,1,3,0,3,15,4,7,9,6,15,7,11,3,15,461,116,175,170,88,5,155,81,21,3,1,0,11,3,534,469,18,6,8,4,14,0,0,31,160,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021504
400021440,FIFA World Cup,First Stage,Group A,25,6/18/2026,11:00,Czechia,South Africa,1,1,1,Michal SADILEK 6',32.37,8,1,1,1,0,1,14,3,5,11,3,18,7,7,3,7,261,76,119,66,89,7,174,105,17,6,1,0,12,2,352,279,15,8,4,5,13,0,0,41,343,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021440
400021440,FIFA World Cup,First Stage,Group A,25,6/18/2026,11:00,South Africa,Czechia,1,1,1,Teboho MOKOENA 83' (P),60.27,8,1,1,1,0,0,17,4,6,6,11,14,8,7,10,15,472,138,181,153,95,8,193,127,14,8,2,0,10,3,584,518,16,3,6,5,13,1,0,44,233,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021440
400021446,FIFA World Cup,First Stage,Group B,26,6/18/2026,14:00,Switzerland,Bosnia and Herzegovina,4,1,2,"Johan MANZAMBI 74', Ruben VARGAS 84', Johan MANZAMBI 90', Granit XHAKA 90+7' (P)",57.78,10,4,1,4,0,2,13,7,6,9,4,29,14,9,6,10,464,147,173,144,109,18,206,136,27,18,1,0,7,3,601,531,24,1,6,7,18,1,0,46,234,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021446
400021446,FIFA World Cup,First Stage,Group B,26,6/18/2026,14:00,Bosnia and Herzegovina,Switzerland,1,4,0,Ermin MAHMIC 90+3',34.12,10,1,4,1,0,0,5,3,0,3,2,17,2,2,1,5,205,49,82,74,57,5,155,77,16,6,2,1,17,1,359,289,14,1,3,3,10,0,0,42,339,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021446
400021450,FIFA World Cup,First Stage,Group B,27,6/18/2026,17:00,Canada,Qatar,6,0,2,"Cyle LARIN 16', Jonathan DAVID 29', Jonathan DAVID 45+3', Nathan SALIBA 64', MOHAMED MANAI 75' (OG), Jonathan DAVID 90+2'",65.82,15,6,0,4,1,1,33,11,10,21,12,20,5,15,11,37,502,158,138,206,150,29,172,148,28,23,1,0,9,1,575,535,61,15,3,19,11,0,0,31,107,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021450
400021450,FIFA World Cup,First Stage,Group B,27,6/18/2026,17:00,Qatar,Canada,0,6,0,,20.46,15,0,6,0,0,0,2,0,2,1,1,4,1,0,1,4,94,25,41,28,26,3,102,31,17,3,1,2,10,1,166,107,2,1,0,1,10,0,1,23,274,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021450
400021442,FIFA World Cup,First Stage,Group A,28,6/18/2026,20:00,Mexico,Korea Republic,1,0,2,Luis ROMO 50',40.83,9,1,0,1,0,0,8,4,3,5,3,11,3,7,2,3,456,115,192,149,84,4,173,90,19,4,0,0,9,3,432,360,5,3,1,0,13,0,0,46,265,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021442
400021442,FIFA World Cup,First Stage,Group A,28,6/18/2026,20:00,Korea Republic,Mexico,0,1,0,,51.82,9,0,1,0,0,0,9,2,4,6,3,16,4,5,3,13,381,79,126,176,73,10,182,92,21,9,2,0,7,6,593,510,8,4,4,2,12,0,0,48,217,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021442
400021457,FIFA World Cup,First Stage,Group C,29,6/19/2026,19:30,Brazil,Haiti,3,0,2,"MATHEUS CUNHA 23', MATHEUS CUNHA 36', VINICIUS JUNIOR 45+3'",49.02,8,3,0,3,0,2,7,4,2,6,1,10,9,8,7,10,437,123,193,121,97,14,180,131,23,13,1,0,13,8,551,484,11,3,5,4,18,0,0,39,195,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021457
400021457,FIFA World Cup,First Stage,Group C,29,6/19/2026,19:30,Haiti,Brazil,0,3,0,,43.19,8,0,3,0,0,0,7,3,3,4,3,20,5,7,4,14,402,110,170,122,75,9,164,104,20,10,3,0,14,4,402,338,13,3,8,4,21,0,0,34,294,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021457
400021454,FIFA World Cup,First Stage,Group C,30,6/19/2026,17:00,Scotland,Morocco,0,1,0,,39.1,7,0,1,0,0,0,6,0,4,5,1,11,4,7,7,14,354,67,118,169,72,2,154,102,15,5,1,0,11,1,460,403,13,2,5,2,8,0,0,39,304,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021454
400021454,FIFA World Cup,First Stage,Group C,30,6/19/2026,17:00,Morocco,Scotland,1,0,2,Ismael SAIBARI 2',54.78,7,1,0,1,0,1,12,2,6,9,3,16,4,4,7,14,460,104,129,227,87,10,164,95,18,8,1,0,8,0,676,612,13,3,3,5,11,0,0,40,260,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021454
400021460,FIFA World Cup,First Stage,Group D,31,6/19/2026,22:00,Turkey,Paraguay,0,1,0,,67.71,14,0,1,0,0,0,32,5,17,17,15,45,13,12,17,32,467,163,156,148,154,17,239,179,27,17,1,0,14,2,666,594,45,9,9,12,18,0,0,41,101,https://www.fifa.com/en/match-centre/match/17/285023/289273/400021460
